# Jeu SYNTHETIQUE de demonstration A.N.E.M.O.N.E — aucune valeur physique
Energie_MeV,Temps_ns,Angle_diffusion,Temperature_C
4.13974,17.86042,-1.23341,20.33573
4.95304,90.39042,1.23148,19.85996
4.16808,54.94936,-1.48234,20.26033
4.15508,15.00396,0.94191,19.79866
3.93323,20.27905,1.48546,19.85672
4.32671,65.99862,-0.01211,19.76020
4.25003,72.48168,-0.29121,20.10279
4.50069,59.94268,-0.16695,20.34739
3.79147,95.31484,1.22914,19.94477
3.82584,49.40636,-1.05000,19.61863
3.80836,30.02719,-1.45443,19.67519
4.31632,47.72329,-1.00333,20.11838
4.59935,35.96663,-1.40337,20.55323
3.81646,22.44159,-0.52628,20.11812
3.83009,4.59632,-1.57563,19.88393
4.12563,35.22125,-0.92498,20.22986
3.90170,71.14093,1.17479,19.92815
4.38082,1.84378,1.31858,19.88651
3.09929,43.91785,0.00820,19.71246
3.66932,64.40094,1.45336,20.42253
3.68703,61.04041,-1.57451,19.23824
3.07186,77.66484,1.17424,20.23936
3.61454,81.05197,-0.93528,19.86088
3.63394,71.17058,1.28011,19.87690
3.91956,10.27977,-1.05792,20.50769
4.44519,47.50224,-0.67026,19.78576
3.90198,60.34060,-0.99872,19.79598
3.58767,24.55660,-0.80178,19.96088
3.97722,4.25518,-1.24899,20.12415
4.41967,22.35903,-0.41565,19.86744
3.60962,45.48944,1.43046,19.52784
3.63577,41.39303,-0.69327,19.74029
4.22342,17.66670,-1.46695,20.38440
3.91139,82.44155,1.21616,20.02243
4.25899,92.56867,-1.60459,20.13533
3.99454,20.13483,1.57212,19.92157
4.28067,92.95729,-1.50710,19.80215
3.58597,1.78610,1.66669,20.50327
3.99517,92.49625,-1.41644,19.94354
3.91572,95.19288,1.11423,19.86699
3.51364,1.20519,1.34863,20.32884
3.37461,76.30193,1.25656,19.78329
4.27430,97.02016,0.64659,19.82158
3.85962,90.59022,0.73299,20.00307
3.59109,97.07102,0.47397,20.00008
3.96153,55.03235,-1.42194,20.07788
4.45121,7.81561,1.51208,20.62750
3.08770,84.97892,-0.36228,20.10087
3.40134,61.38283,-1.57019,19.28658
3.63085,61.47367,-1.44271,20.09789
4.58447,41.72536,-1.03900,20.01136
4.11303,57.18420,1.05200,20.01304
4.30693,15.35798,0.59228,20.07378
3.54394,73.97700,-1.45452,19.99140
3.55219,7.50173,1.48278,19.98422
4.17913,72.97808,-1.05738,20.18391
4.02331,84.89784,-0.12748,19.83738
4.21950,47.24687,-0.26642,19.71569
3.92493,50.98304,0.86144,20.90713
4.11126,31.22143,-0.25656,19.78524
4.06325,96.94586,0.66223,20.03004
4.31111,73.31245,-1.23669,19.55130
4.32280,36.89886,-1.02169,20.03494
3.35205,17.48074,-1.44524,19.72003
3.10109,21.95796,0.10544,19.86726
4.40070,46.39223,0.99789,20.31352
4.47509,94.25684,0.05488,20.14160
3.59175,73.41463,-1.44662,20.17052
3.25607,21.52437,0.71198,19.46864
4.03961,85.95611,-1.29176,20.55107
4.37234,37.82005,0.11400,19.64244
4.71904,85.17222,-0.50806,20.45857
4.20652,24.16996,-1.29354,20.30646
3.85131,61.86606,-1.28640,20.17320
3.64275,92.66705,-1.61242,19.74350
4.00458,25.78940,1.04229,20.04548
3.88029,69.29266,0.37160,19.85872
3.59397,98.73126,-1.40713,20.00871
4.81950,15.05983,1.10277,19.92504
4.71407,8.84023,0.80881,19.38842
4.45442,67.41952,-1.18517,20.33654
3.63166,33.97359,0.80420,19.97567
4.34201,7.12445,1.14375,19.85456
4.25585,47.53056,-0.63311,19.83190
4.17702,75.37707,0.00550,20.10754
4.49987,28.51224,-0.26994,19.73187
4.25415,33.50469,1.29185,19.32345
4.29601,84.56994,0.55323,20.12214
4.25476,52.00719,1.50206,20.15573
4.13632,84.27320,0.81083,19.94011
3.28656,44.63895,0.82480,19.65563
4.03345,95.29752,1.34279,20.02668
3.77752,65.07946,1.15596,19.56064
3.48806,11.58989,-1.30362,19.69183
4.67273,88.50930,0.69960,19.77479
4.69160,48.92652,-1.19269,20.25318
4.54369,14.16390,1.47312,19.89122
4.10209,15.26901,0.49179,19.86564
4.54025,68.75339,-0.60054,20.58641
4.00482,4.73725,-1.50469,20.10574
4.08112,28.65938,-0.50873,20.10170
3.56261,13.97876,1.53670,19.88909
4.15880,44.10774,0.25534,19.82109
4.02415,41.43538,-0.90484,19.34408
3.47894,52.18764,1.44240,20.29062
3.97952,27.96363,0.37098,20.13449
3.96811,3.20436,-0.15605,19.94625
4.71902,61.43861,-1.56819,19.95883
4.35769,37.37180,-0.60109,20.22084
4.00458,65.13350,1.22333,19.53359
4.09951,10.86670,-1.41870,19.82304
4.01768,1.37774,1.56980,19.65911
3.91883,24.82942,-0.44410,20.53145
3.56703,45.65473,1.56994,20.26270
3.93958,39.40720,1.30976,19.33919
3.70156,81.03026,-0.82285,19.54587
3.49987,37.78376,0.14454,19.96030
4.20449,53.04412,0.59527,19.85827
4.15651,59.35156,0.53640,19.60269
3.28532,2.18314,1.12875,20.58343
3.95093,51.51334,1.27266,20.09376
4.39828,34.48313,0.04028,20.14244
4.42369,42.12801,-1.38364,19.79240
4.41033,10.02874,-0.78285,20.21668
4.01557,78.28206,0.24558,19.88587
3.66198,94.24043,-0.10914,19.91500
3.56652,2.22688,1.11626,20.18330
4.13784,60.13728,-0.68415,19.51130
4.15171,76.38441,1.11468,20.47911
4.51493,28.48076,-0.44965,20.05472
4.43999,78.75556,-0.40329,20.38428
3.94711,63.23551,0.59779,19.67737
3.50232,92.91626,-1.57532,19.72305
3.87236,98.10048,-0.99059,19.65143
4.08689,4.23461,-1.22617,20.07509
3.91917,44.49378,0.60402,20.01979
3.76884,54.69878,-1.46260,19.86068
4.10115,14.67432,1.39123,19.69578
3.79842,33.62858,1.15965,19.62002
3.74877,98.76474,-1.52882,19.98545
4.12458,1.62305,1.61430,19.86032
3.83920,45.25079,1.40136,19.79432
4.09764,84.26546,0.90410,20.46413
4.10928,32.39013,1.28378,19.97530
3.54423,47.97985,-1.16709,20.38101
3.80750,97.80457,-0.55709,19.84002
4.57511,47.48768,-0.50169,20.07343
3.53517,13.09213,0.85489,19.98336
3.15334,5.17215,-1.39907,19.49071
3.25526,94.54166,0.43862,20.42850
4.01164,26.58094,1.48259,19.95945
4.01237,50.40639,0.28108,20.22393
3.95296,9.07018,0.41831,19.77439
4.48568,42.36551,-1.39672,19.95055
2.93087,93.01055,-1.37069,19.73994
4.15837,50.24130,-0.16796,20.37080
4.62458,97.11352,0.52938,20.09342
3.54889,25.88356,1.24677,20.11012
3.84808,50.45452,0.38206,20.40746
3.69884,85.95308,-1.21397,20.34690
3.64226,44.82524,1.12844,20.22960
3.86950,27.94874,0.31366,19.57348
4.57099,85.54754,-1.17859,19.79130
4.73495,38.98895,1.46669,19.69883
3.86562,53.07233,0.43360,20.21826
4.76202,97.65271,-0.48191,20.05120
4.01423,18.64833,-0.30608,19.58285
4.70148,30.14006,-1.37367,19.94338
3.96268,3.10696,-0.09334,19.55177
4.05242,39.18377,1.44955,19.98405
4.14619,20.01834,1.53140,19.50339
5.27154,68.00349,-1.45211,20.15865
4.34051,18.13215,-0.89918,20.11339
3.71709,67.48128,-1.54550,20.57238
4.38760,26.34754,1.46053,20.25436
3.85527,35.52178,-1.12271,19.87313
3.80410,34.88607,-0.40987,20.24542
4.36344,71.67518,0.91478,19.58070
4.01243,46.65093,0.56813,19.71126
4.11143,36.12989,-1.38863,20.09994
4.00559,85.26227,-0.72319,19.35253
4.13463,57.19506,0.92942,19.98885
4.16999,21.38308,0.88275,19.69392
3.22521,90.00913,1.38332,20.03039
4.26663,34.26503,0.46620,19.67668
3.60719,3.89794,-1.11378,20.12727
3.42308,49.46002,-1.21671,20.00580
3.97664,12.39381,-0.17033,20.42011
4.03359,23.84664,-1.42104,20.00202
3.72260,74.71109,-0.83655,19.76941
4.33241,13.07518,0.72624,19.92593
3.46313,80.69442,-1.39207,19.59673
3.83722,93.69073,-0.69641,20.12184
3.76605,60.65321,-1.26836,20.17696
3.98137,71.03592,1.44322,20.74076
4.11155,71.35866,1.10835,19.81345
3.59684,99.28080,-1.25913,19.91966
4.28971,34.15383,0.50157,19.82727
4.02520,16.28566,-0.85288,20.06363
3.24322,51.91672,1.50589,20.11451
3.21656,53.32498,0.01378,19.98399
3.99507,17.79125,-1.27424,20.32590
3.91161,61.31094,-1.33694,19.81491
3.95863,1.41247,1.43219,20.29585
3.98881,92.76684,-1.45443,20.16155
4.09022,26.45743,1.17986,19.99639
4.37906,3.95602,-1.09489,19.90552
3.55556,10.82494,-1.50952,20.72800
3.53121,24.02489,-1.42396,19.75490
3.56267,27.39062,1.26780,20.08938
4.11557,3.28100,-0.24106,19.77493
4.49798,27.93548,0.48086,20.53569
3.82746,19.29417,0.60745,20.26605
2.99932,37.86209,0.05171,19.79650
3.31840,38.51677,0.98112,20.15378
3.66679,33.90077,1.01192,20.07731
3.77691,32.79239,1.26077,19.84501
3.83664,8.97313,0.57804,20.22745
4.01543,2.52049,0.83292,20.11679
3.87530,20.21143,1.64174,20.06471
4.41974,75.66494,0.47221,19.98742
3.72959,99.08098,-1.54478,20.12932
3.65507,92.85262,-1.34647,20.06882
4.19155,50.42194,0.15967,20.01773
3.38574,53.18239,0.43512,19.80770
4.15588,31.45816,-0.07256,20.50813
4.04102,77.39394,1.47393,19.68487
3.94102,76.47567,1.28051,20.12829
4.63531,84.42724,0.47542,19.90393
3.75112,89.55046,1.47812,20.52786
4.82412,43.43492,-0.75293,19.72896
3.90983,76.68756,1.39150,19.77942
3.48919,80.63987,-1.23938,19.70905
4.02797,30.84596,-0.86770,20.09704
3.56950,92.92422,-1.39235,19.58808
3.69930,9.43415,0.03016,19.85644
4.15881,99.42692,-1.34565,19.35429
4.22223,77.00907,1.45466,20.07213
3.75113,9.32709,0.16145,19.84994
4.39496,65.62296,0.57005,19.55358
4.46300,3.41794,-0.20309,20.32568
4.57452,77.01869,1.59209,19.60770
4.21177,79.92229,-1.37588,20.23908
4.54537,60.24103,-0.47616,19.78969
3.24768,85.68604,-1.08814,20.48047
3.87284,9.78833,-0.48493,20.22487
3.65320,27.59238,1.01586,19.69759
4.04769,41.41775,-0.91922,19.72488
3.77142,4.24580,-1.38405,20.18166
3.93354,44.82161,1.06566,19.92129
4.75287,26.52135,1.53993,19.94920
3.93211,39.27350,1.48257,20.38167
4.16552,42.51026,-1.47887,19.77539
3.90709,87.94117,0.07362,20.02739
4.03029,27.03410,1.50511,20.28639
4.00241,89.37431,1.46441,20.24274
4.17933,42.59710,-1.54124,19.95212
4.46612,32.78077,1.58183,19.91333
4.65896,50.25120,0.05597,19.47836
4.12385,41.77433,-1.36630,19.68313
4.23582,25.73723,0.82120,20.09551
3.53965,50.26793,0.02023,19.95864
3.96485,15.18017,0.83332,20.02248
4.37612,35.19299,-0.79933,20.31178
4.34639,56.57902,0.07391,19.64380
4.08464,41.34082,-0.66077,19.92915
4.35456,82.39124,0.98397,20.05661
4.19631,25.67218,0.70309,19.78875
4.48012,96.97716,0.57483,20.42944
4.11574,78.47220,0.10324,20.27258
3.85772,96.75930,0.88033,20.08704
4.13434,83.81366,1.08117,20.53827
2.82776,14.21039,1.45623,19.55033
4.15315,52.64601,1.04016,19.99768
2.54063,16.99785,-1.46934,20.10990
3.31061,81.82274,0.18660,19.72563
4.18071,58.41621,1.48324,20.09021
4.19101,26.34493,1.29668,19.66803
3.53503,92.95990,-1.60317,20.20717
3.71516,11.51861,-1.33428,20.31735
4.54822,56.38624,-0.16616,20.08170
3.80639,72.10406,0.39673,19.44416
4.89717,5.88485,-0.50361,19.70996
3.99923,59.78560,-0.28962,20.16941
4.16321,81.59012,-0.15998,20.00636
4.64675,6.75273,0.70439,19.19180
4.05241,51.22430,1.24553,20.37285
3.59906,25.85572,1.04636,20.04100
3.95611,66.29245,-0.56213,19.75428
3.98576,11.86774,-0.95826,20.29849
3.45410,93.70514,-0.73256,19.79674
3.89767,89.47286,1.57964,19.79346
3.70312,18.59744,-0.45475,20.10751
4.36974,32.32659,1.15035,20.53431
4.01384,58.76350,0.92914,20.48708
3.88688,71.80623,0.59084,20.10791
3.95753,44.26560,0.36685,20.13872
4.08925,15.62913,0.01617,20.23745
4.24673,10.41515,-1.23778,19.62290
3.60012,99.97653,-0.79528,20.19324
3.58336,45.53521,1.27384,19.77978
4.44187,87.25317,-0.95781,20.09554
3.83507,48.23760,-1.43885,19.93176
3.43326,92.23576,-1.30778,20.15036
4.17753,8.77594,0.77821,20.03543
4.18535,11.40192,-1.37486,19.07809
3.38771,92.96322,-1.46729,20.05367
4.09179,94.74930,0.75145,20.19265
4.29423,31.47174,0.09615,20.13378
4.14975,35.51649,-1.25342,19.96922
4.25279,45.24502,1.27575,20.49265
3.43829,41.61617,-1.19779,20.09341
4.13242,19.00452,0.17313,20.13130
3.87895,89.83754,1.43122,20.31335
3.80688,25.33076,0.23427,20.10878
4.34822,70.52724,1.54370,19.73059
4.59171,6.71557,0.60063,19.26850
4.71775,3.87513,-1.10076,19.85686
4.52592,65.37305,0.81965,20.22828
3.95611,33.90159,0.93743,19.89407
4.14109,65.54594,0.65439,20.24035
4.30673,9.40212,0.22182,20.04462
4.04847,94.98514,0.94161,20.38642
4.05231,74.85145,-0.78725,19.91143
4.32950,87.62672,-0.45461,20.14028
3.97629,13.64706,1.32108,20.15177
3.70829,32.01610,0.79711,20.45048
3.83421,36.83442,-1.29627,19.48801
4.25356,53.71726,-0.50894,19.86248
4.00120,29.68685,-1.58862,20.25455
4.13608,6.06307,-0.50017,20.46377
4.26803,36.88784,-1.16732,20.07202
3.85006,25.45493,0.37026,19.91219
4.30250,38.59213,1.22683,20.22714
4.15154,19.69595,1.18346,20.26061
3.50607,26.18964,1.21586,19.89210
4.57692,62.69523,-0.23031,20.09909
3.79970,38.81538,1.16188,20.35416
3.33796,34.53834,-0.02067,20.56714
3.58198,53.39056,0.06466,20.22278
3.59158,77.18605,1.54730,20.01324
4.02087,37.88680,0.20857,19.98378
3.89046,58.75195,1.31503,20.16722
3.86527,96.62026,0.89167,19.96530
4.24788,52.19801,1.27816,20.05689
4.13595,90.97976,0.26011,19.68264
4.12642,79.36726,-0.93720,20.38912
4.16393,5.87187,-0.55038,19.65794
4.24645,42.90989,-1.32157,19.87037
3.15682,69.83184,0.76595,20.02928
3.85422,98.67119,-1.64005,20.59730
3.12792,45.83763,1.45263,19.87320
4.01442,9.27855,0.18276,19.80020
3.99815,56.20092,-0.62176,19.83475
4.41821,12.65638,0.14138,20.49767
4.47505,75.15196,-0.35417,19.15630
4.08111,50.76770,0.81650,19.69918
3.79986,72.34314,-0.11594,20.81939
4.19406,86.93618,-1.16188,20.17726
3.78883,62.89480,0.09516,19.66820
3.99944,61.24393,-1.51131,19.98742
4.39445,75.45703,0.19459,20.02024
3.77689,84.24550,0.72105,20.25384
4.32227,86.90538,-1.02651,20.55185
4.27096,3.64302,-0.68349,20.11657
3.61808,55.61903,-1.16402,19.83806
4.38956,21.62693,0.58684,20.23613
4.27943,86.03459,-1.21655,19.79052
4.04077,64.83977,1.43821,19.69000
3.69507,42.02225,-1.54829,19.47203
3.65632,18.81042,0.08166,19.53046
3.78493,33.90236,0.87984,19.73107
4.21704,70.37777,1.44010,19.64666
3.61775,20.43595,1.37189,20.09397
4.17500,9.35829,0.15227,19.64018
3.50330,88.80288,1.05011,19.05690
3.91837,76.42103,1.29038,19.68683
4.04386,19.97949,1.32817,19.85844
4.97805,29.23115,-1.03354,19.81837
3.44907,97.20702,0.47024,20.45586
4.58881,70.81845,1.49148,19.81594
4.05994,61.05220,-1.46101,20.26428
4.16447,30.76285,-0.94880,19.99431
4.04734,29.91251,-1.38600,19.98731
4.17789,3.95236,-1.12012,19.74939
3.93853,72.84819,-0.87861,19.98237
4.58162,4.31752,-1.28671,19.77047
3.81741,0.48573,0.64646,20.05101
4.45289,72.94951,-0.96191,19.92913
3.74225,94.88738,0.73718,19.71661
3.97590,75.65030,0.44455,20.29757
3.57121,47.16402,0.13391,20.12805
4.18201,48.60452,-1.42178,19.86558
4.57805,43.61364,-0.39436,20.04365
3.96906,32.46437,1.21536,19.97485
3.92125,52.17142,1.44018,19.73972
3.55415,43.11510,-1.23810,20.02115
3.90828,59.81679,-0.21206,19.81370
3.36288,89.81201,1.52020,19.71652
3.63485,99.50094,-1.27578,19.51317
4.09071,7.87433,1.35843,19.89242
4.52761,38.46835,0.91188,20.17009
5.12368,18.07062,-1.19190,19.79160
3.76537,35.21205,-0.86403,20.75621
4.57412,28.74730,-0.47691,20.26571
4.09750,17.45371,-1.34086,20.39130
3.93950,76.40761,1.08016,20.23857
4.17304,49.62887,-0.74960,20.55586
4.02477,91.92456,-1.00141,19.76390
4.04416,3.25924,-0.33060,19.23178
3.83667,6.69780,0.57394,19.86616
3.44076,40.32736,0.84619,20.16747
3.38255,8.02773,1.53246,20.04546
4.26130,26.27296,1.23218,20.08264
3.88932,98.60297,-1.34425,20.39627
3.76156,20.89596,1.11977,20.11462
4.00340,19.81177,1.20841,20.23967
4.31797,57.36407,1.20579,19.71813
4.07215,49.79983,-0.67167,19.67138
3.73758,58.04383,1.44582,20.48423
4.49052,37.67353,0.05056,20.03027
4.63167,82.67624,1.35547,19.81303
4.19782,13.85806,1.57295,19.81358
4.38947,42.83926,-1.27741,19.80526
4.49678,68.97618,-0.09947,19.78731
4.45204,86.82364,-1.29025,19.61506
4.24564,36.95716,-0.98704,19.54987
4.23934,56.77456,0.34491,19.94150
4.20786,6.91399,0.86097,19.82212
3.56106,17.03191,-1.57577,20.33215
4.28029,6.91382,0.78895,20.08792
3.45767,72.78809,-0.78839,20.07960
3.68216,28.80600,-0.73631,19.77706
4.52143,72.37453,-0.03236,19.96369
4.33609,6.63983,0.51952,20.10830
4.59496,86.25478,-1.38518,20.21486
3.89133,83.55302,1.54057,19.97183
3.53910,8.89287,0.73762,20.32374
3.90383,2.37565,1.09929,20.00240
4.04081,5.62888,-0.93726,20.23785
4.03160,85.36302,-0.63901,19.85304
4.45347,23.47035,-1.43013,19.45622
3.85549,54.82733,-1.60208,20.08051
4.14081,42.62442,-1.44997,20.21760
3.60455,79.55255,-1.10761,20.17260
4.18013,48.88983,-1.48965,20.12666
4.00124,50.06608,-0.25235,19.89542
3.70007,98.90919,-1.44346,19.75798
3.90567,15.01296,0.85692,20.16552
3.92633,83.07039,1.52635,20.12793
3.89194,5.17497,-1.48174,19.83173
4.70854,47.76488,-0.95954,20.33283
3.96062,88.63348,1.03774,19.73514
3.90244,66.52140,-0.74573,19.82494
3.16102,68.52146,-0.86944,20.49093
3.64232,26.33173,1.44215,20.26057
3.89477,41.85748,-1.28163,19.89260
3.72566,36.65811,-1.29311,20.08621
4.55268,52.14432,1.49508,20.04644
3.93402,46.22279,1.10328,19.17632
4.51538,32.68984,1.43841,19.72806
4.02468,30.54806,-1.17565,19.98475
4.01489,25.08529,-0.22971,19.89302
3.96448,36.50472,-1.48703,20.07413
4.00152,14.99415,1.13890,20.33884
4.68752,87.21043,-0.98855,19.90354
3.07216,60.21194,-0.87986,19.68270
3.19938,13.37864,0.93474,20.09746
3.78273,69.38593,0.39017,19.90201
4.00581,84.76665,0.24061,19.95318
4.27604,23.75357,-1.49122,19.91247
4.18923,15.06006,1.03597,20.67255
3.84630,0.86173,1.17364,19.32779
4.40762,4.72503,-1.45276,19.88350
4.41208,76.22513,0.97019,19.99889
4.07362,98.71863,-1.36271,19.76566
4.38506,4.48803,-1.49590,20.26995
4.10906,74.80710,-0.74964,20.24398
3.77541,7.18622,1.09639,19.98567
4.27913,59.21328,0.70635,19.91880
4.04425,75.60753,0.34687,19.96641
4.00054,35.92044,-1.48311,19.96856
4.58918,1.09347,1.37280,19.97649
3.01965,59.51894,0.22909,19.94360
3.43293,99.12446,-1.54471,20.07573
3.52517,25.76174,1.04305,20.22596
3.85470,18.94913,0.25401,19.63092
3.89816,12.39259,-0.33545,19.68480
3.39707,55.52556,-1.22375,19.47544
3.60594,59.64451,-0.00567,20.25992
3.65566,79.22708,-1.07011,20.07510
4.98297,75.30733,-0.03278,20.15158
4.72070,89.25415,1.27066,19.57115
3.83530,80.57727,-1.24693,20.53548
3.85457,24.72671,-0.61772,19.81734
3.54032,55.58774,-1.25074,20.05046
3.23675,29.74120,-1.45093,20.25632
3.95325,32.97854,1.55807,19.70391
3.60086,93.19444,-1.38626,19.83610
3.96606,68.18959,-1.12656,20.05375
3.35992,97.45904,-0.09308,20.85724
3.69521,41.69125,-1.25307,20.09034
4.05945,53.74376,-0.51252,20.48191
4.14648,48.71154,-1.36166,20.36170
4.16699,10.72871,-1.27924,20.11040
3.47180,23.67020,-1.41948,19.70324
4.34187,52.76364,0.78089,20.31793
3.67992,6.73743,0.70724,19.55057
4.25314,93.14619,-1.25280,20.48026
3.99574,12.38437,-0.19893,20.06000
3.44945,19.79807,1.29732,19.20493
3.87352,76.53212,1.39543,19.89785
4.14615,9.69345,-0.40542,20.19618
4.24519,90.02781,1.26095,19.92889
3.94360,72.57010,-0.65233,20.21450
4.61271,6.86209,0.85462,19.74499
4.40300,69.18471,0.12302,19.60821
3.89734,63.16285,0.54324,19.97857
4.30005,75.73494,0.36183,20.00947
4.77352,82.81979,1.42643,19.89548
4.78419,71.83506,0.81925,20.36819
3.50880,58.61763,1.32554,19.74494
3.62939,32.24633,1.10114,20.09395
4.59397,69.72737,0.89306,20.02039
3.57669,95.69716,1.69219,19.53299
12.43298,65.03359,-1.33756,36.74718
14.27661,54.75905,1.06485,33.95815
9.73014,64.15442,-2.48283,32.15370
13.09494,57.77971,3.35518,36.47205
10.30027,59.55660,-3.17520,27.40851
9.72346,36.39056,-3.94498,27.11930
11.79365,62.09105,2.83956,40.62627
11.32436,36.89549,1.63016,27.74278
14.64704,74.03201,-1.15712,35.39672
10.94388,36.38936,0.76400,36.83980
13.88941,36.83420,-2.21165,30.17074
13.49296,67.93366,-2.65288,41.33169
13.00754,37.14929,-0.23081,30.04153
14.52240,43.04514,-1.17450,41.15224
11.44755,60.73201,0.92184,39.20784
11.33803,32.93743,-2.25481,30.85189
9.96568,32.95359,1.30342,29.41191
10.65457,49.31792,2.13489,32.05972
14.27866,37.18484,-2.66691,33.36721
11.84629,36.78290,-3.64913,30.93255
11.04812,25.46195,-0.48330,42.98226
10.29667,43.52248,2.19219,30.67444
11.90976,40.91253,1.20624,40.29016
13.29999,26.55779,1.61505,29.54588
10.72015,56.06166,-0.77729,42.68391
13.54630,56.33276,-2.12044,30.60838
12.77873,28.54002,0.25423,33.74702
13.72538,40.85208,-2.36507,35.93703
10.50546,68.64028,1.80983,28.92457
12.78617,54.10835,-2.42427,40.06912
9.92241,45.59874,-1.66989,31.39497
11.18278,48.25510,0.05236,35.78832
13.34616,35.41400,-0.10632,35.79414
12.79001,65.59408,0.80680,36.64225
10.12716,70.70024,-0.50044,27.88778
14.15006,70.53320,3.35579,29.69790
9.32011,36.19672,2.71947,29.57908
12.57129,40.53701,3.03291,31.83282
14.90292,33.03114,1.03613,29.31863
12.18903,40.36006,1.08006,41.75074
